order_date,region,product,channel,quantity,revenue,cost,profit
2024-02-16,North,Monitor,Organic,4,299.53,218.36,81.16999999999996
2024-12-06,East,Monitor,Organic,2,1358.17,841.46,516.71
2024-01-10,South,Accessories,Referral,2,856.59,432.23,424.36
2024-05-26,South,Laptop,Referral,1,1041.75,713.34,328.40999999999997
2024-12-01,East,Phone,Organic,4,3597.5,2813.49,784.0100000000002
2024-05-31,West,Phone,Email,4,945.3,702.7,242.5999999999999
2024-04-10,West,Tablet,Organic,1,994.65,559.0,435.65
2024-10-11,North,Monitor,Email,2,152.84,80.75,72.09
2024-02-04,East,Laptop,Paid Ads,4,2435.3,1715.63,719.6700000000001
2024-04-24,North,Monitor,Paid Ads,1,555.09,433.52,121.57000000000005
2024-08-04,North,Accessories,Organic,4,1229.15,891.36,337.7900000000001
2024-07-10,East,Laptop,Email,4,940.6,540.85,399.75
2024-04-05,West,Accessories,Referral,1,1035.77,747.8,287.97
2024-12-20,North,Laptop,Organic,2,1540.03,950.02,590.01
2024-07-05,East,Laptop,Referral,4,5759.54,4343.52,1416.0199999999995
2024-09-21,East,Monitor,Paid Ads,3,4285.14,2879.75,1405.3900000000003
2024-05-23,North,Accessories,Email,4,2106.25,1478.08,628.1700000000001
2024-02-22,East,Laptop,Email,1,1399.85,1109.06,290.78999999999996
2024-08-10,South,Accessories,Email,3,2524.73,1796.98,727.75
2024-08-26,West,Laptop,Paid Ads,2,1892.83,1003.84,888.9899999999999
2024-01-07,South,Accessories,Referral,2,1250.29,959.68,290.61
2024-07-12,North,Accessories,Organic,2,2961.25,1813.12,1148.13
2024-11-16,South,Monitor,Organic,3,4098.47,2776.98,1321.4900000000002
2024-10-18,South,Monitor,Email,3,3530.59,2356.74,1173.8500000000004
2024-03-31,South,Phone,Email,3,2039.87,1175.18,864.6899999999998
2024-08-29,West,Phone,Referral,4,4649.73,3472.59,1177.1399999999994
2024-01-01,East,Accessories,Referral,2,1260.65,810.99,449.6600000000001
2024-11-07,North,Accessories,Paid Ads,2,135.25,106.98,28.269999999999996
2024-11-12,East,Accessories,Referral,2,2781.47,2157.68,623.79
2024-06-12,East,Tablet,Referral,1,808.49,556.91,251.58000000000004
2024-01-14,East,Laptop,Organic,2,1794.51,1382.4,412.1099999999999
2024-01-12,South,Monitor,Referral,4,2146.83,1182.7,964.1299999999999
2024-06-12,South,Phone,Referral,2,871.22,529.79,341.43000000000006
2024-08-15,West,Tablet,Paid Ads,3,2482.02,1471.49,1010.53
2024-07-30,North,Monitor,Referral,1,243.12,127.12,116.0
2024-03-22,East,Accessories,Email,1,656.45,511.91,144.54000000000002
2024-08-29,East,Accessories,Organic,3,1938.96,1421.8,517.1600000000001
2024-05-25,West,Laptop,Email,1,1136.89,702.48,434.4100000000001
2024-11-10,East,Laptop,Organic,1,729.61,455.6,274.01
2024-11-06,South,Monitor,Organic,1,1499.59,1198.16,301.42999999999984
2024-01-23,North,Accessories,Organic,2,2563.98,1472.25,1091.73
2024-03-18,North,Laptop,Email,1,928.95,528.2,400.75
2024-10-14,South,Monitor,Email,4,328.67,213.46,115.21000000000001
2024-04-27,East,Tablet,Paid Ads,4,4935.04,3900.61,1034.4299999999998
2024-08-09,East,Laptop,Organic,4,2984.27,1868.63,1115.6399999999999
2024-08-16,North,Phone,Email,3,4078.71,2794.64,1284.0700000000002
2024-08-13,South,Phone,Paid Ads,2,1237.51,781.17,456.34000000000003
2024-11-03,North,Laptop,Referral,3,1874.96,1287.4,587.56
2024-02-20,North,Accessories,Organic,4,2864.21,2155.68,708.5300000000002
2024-09-29,West,Monitor,Referral,1,1471.05,952.92,518.13
2024-07-23,South,Tablet,Email,4,2181.07,1442.08,738.9900000000002
2024-05-30,East,Tablet,Paid Ads,4,3917.07,2172.27,1744.8000000000002
2024-07-02,North,Tablet,Referral,3,2391.28,1893.73,497.5500000000002
2024-03-01,South,Tablet,Email,1,294.96,172.13,122.82999999999998
2024-11-12,South,Accessories,Paid Ads,1,824.91,500.56,324.34999999999997
2024-02-15,South,Laptop,Paid Ads,2,2102.15,1075.86,1026.2900000000002
2024-09-05,East,Laptop,Paid Ads,3,2375.71,1299.73,1075.98
2024-02-17,North,Laptop,Paid Ads,4,4875.97,3532.53,1343.44
2024-09-09,West,Phone,Referral,3,2461.01,1762.46,698.5500000000002
2024-06-02,South,Tablet,Referral,3,3253.07,2500.19,752.8800000000001
2024-08-25,East,Monitor,Organic,2,1397.5,922.05,475.45000000000005
2024-01-15,West,Laptop,Email,1,314.31,210.33,103.97999999999999
2024-09-29,East,Phone,Paid Ads,4,1552.66,936.06,616.6000000000001
2024-01-25,West,Phone,Email,1,772.74,406.52,366.22
2024-04-20,South,Phone,Email,4,3601.91,2410.89,1191.02
2024-02-11,North,Accessories,Paid Ads,4,3946.32,2648.9,1297.42
2024-11-10,North,Accessories,Organic,1,60.92,34.58,26.340000000000003
2024-03-10,East,Monitor,Paid Ads,3,532.31,394.85,137.45999999999992
2024-05-31,East,Laptop,Email,3,2431.62,1515.19,916.4299999999998
2024-02-05,West,Phone,Referral,4,5520.89,2769.23,2751.6600000000003
2024-04-27,North,Tablet,Paid Ads,1,1091.76,721.12,370.64
2024-01-26,East,Accessories,Referral,1,321.21,191.8,129.40999999999997
2024-10-01,West,Laptop,Referral,1,818.27,582.75,235.51999999999998
2024-05-21,West,Accessories,Paid Ads,3,4204.26,2506.55,1697.71
2024-09-15,North,Phone,Referral,2,1690.95,1123.93,567.02
2024-01-13,West,Phone,Referral,1,251.3,125.85,125.45000000000002
2024-09-21,East,Tablet,Paid Ads,3,4193.45,3141.67,1051.7799999999997
2024-08-23,South,Accessories,Referral,3,4231.78,2345.97,1885.81
2024-02-04,North,Monitor,Referral,1,252.67,186.62,66.04999999999998
2024-09-26,West,Tablet,Organic,1,1231.13,861.25,369.8800000000001
2024-03-02,West,Laptop,Organic,2,1238.09,922.35,315.7399999999999
2024-10-21,West,Tablet,Organic,2,1665.37,1051.88,613.4899999999998
2024-06-01,North,Laptop,Email,3,2463.58,1281.03,1182.55
2024-04-13,East,Tablet,Paid Ads,2,1065.17,766.03,299.1400000000001
2024-02-11,West,Monitor,Email,3,2847.32,1879.34,967.9800000000002
2024-08-18,East,Monitor,Organic,2,2281.97,1624.98,656.9899999999998
2024-10-15,South,Monitor,Paid Ads,2,2311.13,1763.46,547.6700000000001
2024-12-18,South,Accessories,Email,3,3832.07,2062.6,1769.4700000000003
2024-07-02,East,Accessories,Referral,1,755.22,470.26,284.96000000000004
2024-06-21,South,Tablet,Email,3,3168.68,2100.25,1068.4299999999998
2024-10-25,East,Accessories,Referral,3,4321.98,2605.1,1716.8799999999997
2024-05-13,West,Phone,Paid Ads,3,817.08,552.24,264.84000000000003
2024-07-28,North,Laptop,Email,4,5258.32,4099.57,1158.75
2024-12-21,West,Monitor,Organic,4,333.53,231.94,101.58999999999997
2024-04-01,East,Phone,Organic,2,324.23,172.26,151.97000000000003
2024-10-23,South,Tablet,Email,1,214.2,170.38,43.81999999999999
2024-04-19,West,Laptop,Organic,3,1504.78,855.05,649.73
2024-05-28,East,Laptop,Organic,1,348.09,256.31,91.77999999999997
2024-06-02,North,Tablet,Email,4,3316.89,2573.77,743.1199999999999
2024-07-28,East,Phone,Email,1,901.25,459.51,441.74
2024-09-07,East,Laptop,Email,4,2629.77,2036.63,593.1399999999999
2024-06-25,North,Tablet,Paid Ads,2,137.97,96.45,41.519999999999996
2024-12-02,West,Laptop,Organic,4,2604.82,1369.11,1235.7100000000003
2024-07-07,West,Laptop,Email,1,499.41,309.23,190.18
2024-07-29,South,Accessories,Organic,1,597.7,448.86,148.84000000000003
2024-01-19,South,Laptop,Paid Ads,3,2121.81,1394.7,727.1099999999999
2024-04-22,South,Tablet,Email,4,1255.18,952.1,303.08000000000004
2024-12-24,East,Phone,Paid Ads,3,2951.4,1837.6,1113.8000000000002
2024-03-27,East,Monitor,Referral,2,2614.28,1627.12,987.1600000000003
2024-11-08,East,Tablet,Referral,3,3072.73,1554.54,1518.19
2024-02-23,North,Accessories,Email,3,2989.45,1708.33,1281.12
2024-10-17,West,Tablet,Referral,4,5677.58,3079.09,2598.49
2024-08-10,East,Phone,Email,2,347.97,195.69,152.28000000000003
2024-05-26,West,Accessories,Email,4,3928.97,2794.22,1134.75
2024-10-29,North,Monitor,Email,2,2492.81,1517.92,974.8899999999999
2024-04-28,West,Monitor,Organic,1,643.65,428.42,215.22999999999996
2024-08-13,North,Monitor,Email,4,5852.37,4295.22,1557.1499999999996
2024-03-21,South,Tablet,Paid Ads,3,3629.37,2277.66,1351.71
2024-04-24,North,Laptop,Referral,2,1937.09,1118.41,818.6799999999998
2024-09-02,South,Tablet,Paid Ads,4,967.2,744.91,222.29000000000008
2024-04-07,East,Accessories,Email,2,2751.47,1472.93,1278.5399999999997
2024-12-21,North,Phone,Organic,1,994.56,744.85,249.70999999999992
2024-03-27,North,Phone,Paid Ads,1,432.34,250.74,181.59999999999997
2024-08-06,West,Phone,Referral,1,1014.3,560.52,453.78
2024-06-21,North,Phone,Organic,4,4671.29,2927.08,1744.21
2024-05-09,West,Tablet,Organic,3,542.97,397.07,145.90000000000003
2024-01-29,North,Tablet,Referral,3,1697.18,1214.69,482.49
2024-10-21,West,Tablet,Paid Ads,2,1250.28,983.01,267.27
2024-03-09,West,Laptop,Paid Ads,4,3331.09,1827.45,1503.64
2024-08-31,East,Laptop,Paid Ads,3,2746.27,1648.51,1097.76
2024-06-02,South,Accessories,Organic,1,559.73,349.18,210.55
2024-03-01,East,Phone,Organic,3,480.31,251.36,228.95
2024-04-17,West,Tablet,Paid Ads,2,1811.67,1102.02,709.6500000000001
2024-02-13,East,Tablet,Organic,1,1195.52,845.43,350.09000000000003
2024-10-29,West,Tablet,Referral,3,3658.54,2552.33,1106.21
2024-07-16,West,Laptop,Paid Ads,1,987.66,699.22,288.43999999999994
2024-12-30,South,Phone,Referral,3,4497.19,2998.46,1498.7299999999996
2024-03-26,South,Accessories,Email,1,329.27,176.02,153.24999999999997
2024-11-10,East,Accessories,Paid Ads,3,3899.89,2938.04,961.8499999999999
2024-04-12,North,Tablet,Referral,4,2990.16,2288.97,701.19
2024-06-19,West,Phone,Email,3,434.3,258.23,176.07
2024-01-04,North,Laptop,Organic,2,1608.49,1010.2,598.29
2024-04-17,South,Phone,Email,3,3934.93,1992.57,1942.36
2024-09-03,North,Accessories,Paid Ads,4,5609.02,2922.35,2686.6700000000005
2024-10-28,West,Accessories,Paid Ads,1,632.8,407.5,225.29999999999995
2024-07-03,West,Monitor,Email,1,1164.0,727.88,436.12
2024-12-24,West,Accessories,Organic,2,109.7,70.23,39.47
2024-06-06,South,Monitor,Paid Ads,2,1808.41,1054.63,753.78
2024-03-13,East,Laptop,Organic,4,921.74,725.34,196.39999999999998
2024-10-19,North,Accessories,Email,4,2621.97,2002.49,619.4799999999998
2024-10-28,West,Tablet,Paid Ads,1,1484.32,1073.17,411.14999999999986
2024-09-16,East,Monitor,Organic,3,1152.98,863.8,289.18000000000006
2024-11-25,East,Phone,Organic,2,206.52,162.57,43.95000000000002
2024-09-18,North,Accessories,Paid Ads,3,1091.01,715.13,375.88
2024-01-20,South,Laptop,Organic,3,1873.65,1363.03,510.6200000000001
2024-03-02,North,Tablet,Referral,3,1126.32,638.79,487.53
2024-03-29,North,Monitor,Paid Ads,1,182.66,139.41,43.25
2024-11-18,East,Monitor,Organic,1,114.35,86.41,27.939999999999998
2024-06-18,North,Laptop,Organic,3,528.39,328.94,199.45
2024-02-07,West,Tablet,Organic,4,3076.08,1612.83,1463.25
2024-11-11,West,Accessories,Referral,1,1487.64,771.27,716.3700000000001
2024-10-27,West,Accessories,Email,2,1756.82,1227.38,529.4399999999998
2024-02-09,East,Accessories,Organic,1,1324.01,978.75,345.26
2024-06-16,West,Laptop,Email,3,847.74,508.82,338.92
2024-02-14,North,Accessories,Paid Ads,4,3787.95,2749.35,1038.6
2024-01-07,North,Tablet,Organic,2,1449.86,1107.29,342.56999999999994
2024-06-08,East,Accessories,Paid Ads,3,849.31,633.06,216.25
2024-07-24,North,Accessories,Referral,3,990.13,520.04,470.09000000000003
2024-06-03,North,Laptop,Organic,4,1706.86,1178.08,528.78
2024-12-09,North,Tablet,Referral,2,921.69,465.94,455.75000000000006
2024-08-20,West,Phone,Email,4,3869.21,3016.47,852.7400000000002
2024-10-04,West,Monitor,Referral,4,593.45,350.31,243.14000000000004
2024-01-17,West,Laptop,Paid Ads,2,1103.06,757.0,346.05999999999995
2024-07-28,South,Accessories,Referral,4,3955.93,2683.38,1272.5499999999997
2024-01-07,North,Tablet,Organic,2,1178.32,878.6,299.7199999999999
2024-02-27,East,Phone,Paid Ads,2,1458.76,1142.64,316.1199999999999
2024-04-08,North,Laptop,Email,3,3607.42,2554.43,1052.9900000000002
2024-10-14,South,Monitor,Paid Ads,3,1338.68,1051.21,287.47
2024-08-23,West,Monitor,Organic,1,1368.81,1036.47,332.3399999999999
2024-03-24,South,Tablet,Organic,1,1476.77,919.73,557.04
2024-01-15,South,Accessories,Email,4,5235.11,3740.37,1494.7399999999998
2024-09-30,East,Monitor,Referral,3,4361.64,2423.58,1938.0600000000004
2024-05-24,North,Accessories,Referral,3,2123.57,1399.66,723.9100000000001
2024-07-17,East,Accessories,Referral,4,388.65,301.69,86.95999999999998
2024-02-15,East,Laptop,Paid Ads,2,1835.15,1251.92,583.23
2024-12-05,West,Laptop,Paid Ads,4,3051.25,1584.4,1466.85
2024-04-26,South,Tablet,Referral,1,266.89,170.65,96.23999999999998
2024-11-15,South,Tablet,Organic,1,1297.18,952.07,345.11
2024-09-23,South,Tablet,Referral,1,400.97,319.17,81.80000000000001
2024-06-08,East,Monitor,Referral,1,861.49,433.27,428.22
2024-12-18,South,Laptop,Organic,1,558.41,284.77,273.64
2024-04-25,South,Phone,Paid Ads,3,1023.74,724.76,298.98
2024-05-22,South,Phone,Email,4,806.49,557.23,249.26
2024-05-02,South,Laptop,Paid Ads,1,125.36,83.04,42.31999999999999
2024-07-22,West,Phone,Referral,2,2371.93,1621.63,750.2999999999997
2024-01-07,East,Monitor,Referral,4,3665.36,2694.59,970.77
2024-01-03,East,Laptop,Referral,2,1371.96,984.31,387.6500000000001
2024-01-12,East,Monitor,Organic,1,1314.09,743.46,570.6299999999999
2024-02-24,South,Monitor,Organic,4,5256.63,3312.18,1944.4500000000003
2024-10-14,East,Monitor,Paid Ads,2,2185.69,1242.64,943.05
2024-12-17,West,Laptop,Email,3,504.64,313.37,191.26999999999998
2024-04-02,South,Laptop,Email,4,1210.32,954.02,256.29999999999995
2024-01-24,West,Accessories,Referral,4,2352.02,1872.91,479.1099999999999
2024-05-31,South,Laptop,Email,4,3610.74,1837.21,1773.5299999999997
2024-12-19,West,Monitor,Paid Ads,3,4068.05,2548.7,1519.3500000000004
2024-08-30,East,Phone,Paid Ads,1,355.46,244.16,111.29999999999998
2024-02-09,North,Laptop,Email,2,2175.89,1681.33,494.55999999999995
2024-03-27,South,Monitor,Paid Ads,2,1586.58,989.88,596.6999999999999
2024-02-10,South,Monitor,Organic,3,2729.2,1839.0,890.1999999999998
2024-03-24,South,Laptop,Email,1,1455.65,840.55,615.1000000000001
2024-08-16,North,Laptop,Referral,4,959.07,758.57,200.5
2024-10-29,East,Tablet,Paid Ads,3,2072.81,1242.16,830.6499999999999
2024-04-02,South,Monitor,Paid Ads,1,674.79,387.74,287.04999999999995
2024-06-19,West,Laptop,Organic,4,2283.65,1401.72,881.9300000000001
2024-04-16,North,Accessories,Referral,1,1183.6,842.27,341.3299999999999
2024-11-07,West,Monitor,Email,1,99.57,79.26,20.309999999999988
2024-10-19,West,Phone,Organic,1,227.06,144.33,82.72999999999999
2024-09-01,East,Accessories,Organic,1,897.77,634.24,263.53
2024-10-02,North,Phone,Referral,3,171.49,134.71,36.78
2024-11-01,North,Laptop,Email,3,1255.88,824.51,431.3700000000001
2024-10-20,West,Accessories,Referral,4,5650.95,4067.95,1583.0
2024-01-08,South,Accessories,Organic,3,3075.82,1947.38,1128.44
2024-01-05,East,Phone,Organic,3,4407.05,2698.39,1708.6600000000003
2024-04-23,South,Laptop,Paid Ads,4,5214.73,3809.65,1405.0799999999995
2024-11-23,North,Monitor,Organic,1,362.73,253.06,109.67000000000002
2024-02-22,West,Accessories,Organic,2,1110.86,608.52,502.3399999999999
2024-07-10,South,Laptop,Organic,1,1490.34,1081.58,408.76
2024-09-01,North,Laptop,Email,4,3972.97,2898.51,1074.4599999999996
2024-05-11,South,Tablet,Paid Ads,2,2310.63,1708.35,602.2800000000002
2024-12-04,North,Tablet,Organic,4,1921.84,1335.15,586.6899999999998
2024-07-31,East,Laptop,Referral,2,1248.9,885.02,363.8800000000001
2024-11-11,North,Laptop,Organic,1,841.25,532.78,308.47
2024-04-11,South,Tablet,Email,4,4075.63,2795.26,1280.37
2024-09-21,East,Accessories,Paid Ads,4,3210.67,2066.89,1143.7800000000002
2024-04-26,North,Phone,Organic,4,1064.15,700.2,363.95000000000005
2024-10-26,West,Tablet,Referral,3,3686.49,2637.45,1049.04
2024-01-21,East,Tablet,Email,4,3955.35,3043.29,912.06
2024-10-07,West,Tablet,Email,3,1007.62,648.66,358.96000000000004
2024-10-01,South,Accessories,Referral,4,3233.89,2267.05,966.8399999999997
2024-06-05,East,Monitor,Email,4,2005.58,1370.02,635.56
2024-05-25,South,Laptop,Organic,4,4974.41,3266.92,1707.4899999999998
2024-09-19,East,Monitor,Paid Ads,3,2434.46,1735.07,699.3900000000001
2024-11-07,North,Phone,Organic,2,2761.48,1732.44,1029.04
2024-09-19,South,Laptop,Referral,4,3253.7,1736.47,1517.2299999999998
2024-05-20,East,Accessories,Paid Ads,4,1522.86,858.31,664.55
2024-01-10,West,Phone,Organic,1,1363.54,996.73,366.80999999999995
2024-02-18,South,Tablet,Organic,4,1793.88,1339.64,454.24
2024-02-29,East,Phone,Organic,2,2323.3,1265.99,1057.3100000000002
2024-08-29,North,Laptop,Email,4,5204.22,2940.5,2263.7200000000003
2024-05-29,West,Accessories,Email,3,2790.86,1853.16,937.7
2024-05-17,North,Accessories,Organic,1,770.31,613.43,156.88
2024-10-17,East,Accessories,Paid Ads,3,2075.82,1315.52,760.3000000000002
2024-08-28,East,Monitor,Paid Ads,3,2774.0,1667.64,1106.36
2024-10-14,East,Accessories,Paid Ads,4,696.82,535.34,161.48000000000002
2024-03-13,West,Laptop,Email,2,1129.49,588.27,541.22
2024-02-18,West,Phone,Referral,1,151.4,104.78,46.620000000000005
2024-09-20,South,Phone,Email,2,769.4,490.16,279.23999999999995
2024-12-07,South,Phone,Email,4,4038.67,2695.14,1343.5300000000002
2024-12-19,East,Monitor,Referral,2,1730.66,1362.53,368.1300000000001
2024-11-28,North,Laptop,Email,4,2574.97,1614.01,960.9599999999998
2024-02-24,West,Monitor,Organic,4,4056.49,2996.26,1060.2299999999996
2024-05-23,South,Accessories,Email,4,5850.15,2960.22,2889.93
2024-12-25,West,Monitor,Organic,1,1023.76,540.42,483.34000000000003
2024-08-18,West,Laptop,Organic,4,3139.66,1719.88,1419.7799999999997
2024-05-21,West,Laptop,Email,2,1090.86,670.08,420.77999999999986
2024-09-14,East,Laptop,Organic,1,493.01,305.22,187.78999999999996
2024-06-02,West,Phone,Email,2,2766.24,1795.53,970.7099999999998
2024-12-07,West,Accessories,Referral,2,1553.34,961.76,591.5799999999999
2024-06-14,South,Accessories,Email,2,2646.13,2012.16,633.97
2024-05-13,East,Monitor,Paid Ads,1,517.67,262.39,255.27999999999997
2024-12-12,South,Tablet,Paid Ads,2,2929.27,2027.91,901.3599999999999
2024-01-25,South,Laptop,Organic,2,1009.81,688.6,321.2099999999999
2024-11-16,South,Accessories,Referral,3,4294.67,3210.52,1084.15
2024-05-20,North,Phone,Referral,1,87.43,47.26,40.17000000000001
2024-03-08,North,Monitor,Referral,4,907.8,615.75,292.04999999999995
2024-01-31,South,Monitor,Paid Ads,1,203.21,140.67,62.54000000000002
2024-12-14,East,Phone,Referral,3,811.31,420.59,390.71999999999997
2024-09-22,North,Phone,Paid Ads,3,3431.0,2353.15,1077.85
2024-03-23,North,Tablet,Organic,1,1184.91,686.79,498.1200000000001
2024-09-19,West,Monitor,Organic,4,3872.5,2202.17,1670.33
2024-04-10,East,Monitor,Referral,1,954.65,628.27,326.38
2024-08-18,South,Accessories,Referral,3,2106.56,1176.28,930.28
2024-01-07,East,Monitor,Paid Ads,2,612.97,377.67,235.3
2024-05-12,South,Phone,Paid Ads,3,1970.83,1452.7,518.1299999999999
2024-05-28,South,Phone,Referral,3,2842.42,1697.07,1145.3500000000001
2024-08-29,North,Accessories,Organic,2,287.39,147.37,140.01999999999998
2024-07-06,East,Accessories,Referral,4,768.88,497.06,271.82
2024-07-14,South,Monitor,Referral,4,3979.92,2957.9,1022.02
2024-08-08,West,Accessories,Paid Ads,2,2376.55,1824.3,552.2500000000002
2024-04-14,West,Laptop,Referral,1,1417.11,1052.43,364.67999999999984
2024-02-17,North,Laptop,Paid Ads,2,211.44,162.92,48.52000000000001
2024-10-03,West,Tablet,Email,2,1220.41,775.01,445.4000000000001
2024-03-19,North,Monitor,Email,4,5318.26,2827.76,2490.5
2024-03-27,North,Accessories,Referral,1,1132.0,789.81,342.19000000000005
2024-05-31,North,Accessories,Referral,1,612.01,390.82,221.19
2024-08-15,East,Monitor,Email,3,3026.96,1681.66,1345.3
2024-09-17,North,Phone,Paid Ads,3,507.45,401.06,106.38999999999999
2024-08-10,West,Laptop,Organic,2,2035.32,1024.03,1011.29
2024-10-18,South,Monitor,Paid Ads,1,983.66,648.32,335.3399999999999
2024-07-08,East,Phone,Paid Ads,1,231.59,148.75,82.84
2024-09-14,South,Accessories,Organic,4,4538.82,3374.76,1164.0599999999995
2024-08-13,East,Phone,Email,1,1395.72,791.91,603.8100000000001
2024-06-01,West,Tablet,Paid Ads,4,2454.19,1347.61,1106.5800000000002
2024-07-31,West,Tablet,Paid Ads,1,986.43,577.82,408.6099999999999
2024-02-01,South,Laptop,Referral,1,838.82,579.48,259.34000000000003
2024-05-28,South,Monitor,Referral,3,1542.26,1119.61,422.6500000000001
2024-12-10,South,Monitor,Organic,1,288.98,155.91,133.07000000000002
2024-10-09,South,Tablet,Email,4,2185.83,1364.01,821.8199999999999
2024-07-07,North,Tablet,Email,2,1738.56,1228.58,509.98
2024-10-21,West,Laptop,Referral,1,282.1,180.11,101.99000000000001
2024-05-23,West,Laptop,Referral,1,1328.1,774.78,553.3199999999999
2024-08-11,West,Phone,Paid Ads,3,1502.54,1085.89,416.64999999999986
2024-10-28,East,Tablet,Email,2,1130.62,831.16,299.4599999999999
2024-03-26,South,Phone,Paid Ads,2,2514.77,1265.71,1249.06
2024-04-30,South,Accessories,Organic,4,2096.2,1141.73,954.4699999999998
2024-03-10,West,Tablet,Organic,2,1168.1,741.26,426.8399999999999
2024-01-20,South,Tablet,Paid Ads,1,1011.41,506.28,505.13
